Key,ChineseContent,Category
Item_Lipstick,口红,Items
Item_Lipstick_Desc,看起来很贵的口红，不知道是什么色号。,Items
Item_Ring,金戒指,Items
Item_Ring_Desc,上面镶嵌着黄色的宝石。有点旧，但感觉价值不菲。,Items
Item_RingToy,花花戒指,Items
Item_RingToy_Desc,看起来像玩具，但是沉甸甸的。,Items
Item_Robot,智能机器人,Items
Item_Robot_Desc,没电了。,Items
Item_Rocket,玩具火箭,Items
Item_Rocket_Desc,造型非常没有创意。,Items
Item_Skull,头骨饰品,Items
Item_Skull_Desc,不知道是什么生物的头骨。,Items
Item_Tambourine,手鼓,Items
Item_Tambourine_Desc,声音依然非常好听。,Items
Item_Trumpet,小号,Items
Item_Trumpet_Desc,吹起来应该没问题。,Items
Item_Xylophone,木琴,Items
Item_Xylophone_Desc,看起来音调不是很全。,Items
Item_Wheel,轮胎,Items
Item_Wheel_Desc,打打气就能用。,Items
Item_Yarn,线,Items
Item_Yarn_Desc,缝制衣服用的线。,Items
Item_Pumpkin,南瓜,Items
Item_Pumpkin_Desc,真的就是个南瓜。,Items
Item_Basket,购物框,Items
Item_Basket_Desc,装不了多少东西。,Items
Item_Cup,杯子,Items
Item_Cup_Desc,喝水用的杯子。,Items
Item_Cake,蛋糕,Items
Item_Cake_Desc,不知道放了多久，但是看起来依然很好吃。,Items
Item_Carrot,胡萝卜,Items
Item_Carrot_Desc,富含营养，看起来很新鲜。,Items
Item_Bone,骨头玩具,Items
Item_Bone_Desc,不知道给谁玩的。,Items
Item_Heart,心,Items
Item_Heart_Desc,心形的饰物。,Items
Item_Injection,注射器,Items
Item_Injection_Desc,没用过的注射器。,Items
Item_Injection_A,黄针,Items
Item_Injection_A_Desc,提升25%移动速度，持续120s。,Items
Item_HeadLantern,头灯,Items
Item_HeadLantern_Desc,让你看的更远。,Items
Item_Bullet_Template,子弹模板,Items
Item_Bullet_Template_Desc,子弹。,Items
Item_Bullet_AR_L_Rusted,L-过期子弹,Items
Item_Bullet_AR_L_Rusted_Desc,已经过了使用年限，一碰就碎。甚至连纸都打不穿。打这种子弹会较快降低枪械耐久。,Items
Item_Bullet_AR_L_Normal,L-普通弹,Items
Item_Bullet_AR_L_Normal_Desc,制式大口径子弹。,Items
Item_Bullet_AR_L_Burn,L-燃烧弹,Items
Item_Bullet_AR_L_Burn_Desc,装填可持续燃烧的弹药，造成灼烧。有概率点燃。,Items
Item_Bullet_AR_L_Piercing3,L-穿甲弹,Items
Item_Bullet_AR_L_Piercing3_Desc,能够穿透一定的防护。,Items
Item_Bullet_AR_L_Piercing5,L-高级穿甲弹,Items
Item_Bullet_AR_L_Piercing5_Desc,能够穿透大多数防护。,Items
Item_Bullet_AR_L_Poison,L-涂毒弹,Items
Item_Bullet_AR_L_Poison_Desc,子弹表面涂抹毒药。,Items
Item_Bullet_AR_L_Electric,L-电击弹,Items
Item_Bullet_AR_L_Electric_Desc,集中的瞬间释放电力。,Items
Item_Bullet_AR_L_Space,L-空间弹,Items
Item_Bullet_AR_L_Space_Desc,借助地核力量，能够扭曲空间，破坏坚硬的结构。,Items
Item_Bullet_AR_S_Rusted,S-生锈子弹,Items
Item_Bullet_AR_S_Rusted_Desc,生了锈的小口径子弹。打不穿任何东西。打这种子弹会较快降低枪械耐久。,Items
Item_Bullet_AR_S_Normal,S-普通弹,Items
Item_Bullet_AR_S_Normal_Desc,制式小口径子弹。,Items
Item_Bullet_AR_S_Burn,S-燃烧弹,Items
Item_Bullet_AR_S_Burn_Desc,装填可持续燃烧的弹药，造成灼烧。有概率点燃。,Items
Item_Bullet_AR_S_Dumdums,S-达姆弹,Items
Item_Bullet_AR_S_Dumdums_Desc,对肉体造成更高的伤害，但更难以穿透护甲。,Items
Item_Bullet_AR_S_Piercing2,S-穿甲弹,Items
Item_Bullet_AR_S_Piercing2_Desc,能够穿透较低等级的护甲。,Items
Item_Bullet_AR_S_Piercing4,S-高级穿甲弹,Items
Item_Bullet_AR_S_Piercing4_Desc,能够穿透更高等级的护甲。,Items
Item_Bullet_AR_S_Poison,S-涂毒弹,Items
Item_Bullet_AR_S_Poison_Desc,子弹表面涂抹毒药。,Items
Item_Bullet_AR_S_Electric,S-电击弹,Items
Item_Bullet_AR_S_Electric_Desc,释放电流的子弹，有时候能麻痹敌人。,Items
Item_Bullet_AR_S_Space,S-空间弹,Items
Item_Bullet_AR_S_Space_Desc,借助地核力量，能够扭曲空间，破坏坚硬的结构。,Items
Item_Bullet_SHOT_Normal,霰弹-鹿弹,Items
Item_Bullet_SHOT_Normal_Desc,打猎用的鹿弹，杀伤距离较近。,Items
Item_Bullet_SHOT_Piranha,霰弹-食人鱼,Items
Item_Bullet_SHOT_Piranha_Desc,穿甲能力弱，但对肉体造成更大伤害。,Items
Item_Bullet_SHOT_Burn,霰弹-龙息,Items
Item_Bullet_SHOT_Burn_Desc,造成大量灼烧伤害。,Items
Item_Bullet_SHOT_Piercing2,霰弹-穿甲弹,Items
Item_Bullet_SHOT_Piercing2_Desc,能够穿透低级护甲。,Items
Item_Bullet_SHOT_Piercing4,霰弹-箭形弹,Items
Item_Bullet_SHOT_Piercing4_Desc,有更高的穿甲等级。,Items
Item_Bullet_SHOT_Electric,霰弹-电击,Items
Item_Bullet_SHOT_Electric_Desc,电能装药，能够造成电击伤害。,Items
Item_Bullet_Sniper_Normal,狙击-普通弹,Items
Item_Bullet_Sniper_Normal_Desc,普通的狙击弹药。,Items
Item_Bullet_Sniper_Space,狙击-空间弹,Items
Item_Bullet_Sniper_Space_Desc,具有空间属性的狙击弹药。,Items
Item_Bullet_Sniper_Electric,狙击-电击弹,Items
Item_Bullet_Sniper_Electric_Desc,电能装药，能够造成电击伤害。,Items
Item_Bullet_Sniper_Piercing3,狙击-穿甲弹,Items
Item_Bullet_Sniper_Piercing3_Desc,能够穿透较低等级的护甲。,Items
Item_Bullet_Sniper_Piercing5,狙击-高级穿甲弹,Items
Item_Bullet_Sniper_Piercing5_Desc,能够穿透大多数护甲。,Items
Item_Bullet_Rocket,火箭弹 Lv1,Items
Item_Bullet_Rocket_Desc,发射器弹药。,Items
Item_Bullet_Arrow_Normal,木箭矢,Items
Item_Bullet_Arrow_Normal_Desc,用树枝制作的箭矢。,Items
Item_L_RPK_Lv_1,RPK 劣质,Items
Item_L_RPK_Lv_1_Desc,一挺机枪，高续航。,Items
Item_L_AK102_Lv_1,AK102 劣质,Items
Item_L_AK102_Lv_1_Desc,现代化版本的AK，能够装配更多的配件。,Items
Item_L_VPO_Lv_1,VPO 劣质,Items
Item_L_VPO_Lv_1_Desc,栓动狙击步枪。,Items
Item_Shot_MP155_Lv_1,MP155 劣质,Items
Item_Shot_MP155_Lv_1_Desc,标准霰弹枪。,Items
Item_S_AK74_Lv_1,AK74U 劣质,Items
Item_S_AK74_Lv_1_Desc,一把普通的微型冲锋枪。,Items
Item_S_UAK45_Lv_1,UAK45 劣质,Items
Item_S_UAK45_Lv_1_Desc,一把普通的微型冲锋枪。,Items
Item_A_Bow_Lv_1,劣质弓,Items
Item_A_Bow_Lv_1_Desc,就是一根木棒中间绑了根绳子，可以凑合用用。,Items
Item_S_GLick_Lv_1,格力克 劣质,Items
Item_S_GLick_Lv_1_Desc,舔舔手枪。,Items
Item_L_AK47_Lv_1,AK-47 劣质,Items
Item_L_AK47_Lv_1_Desc,一挺机枪，高续航。,Items
Item_L_MF_Lv_1,MF 劣质,Items
Item_L_MF_Lv_1_Desc,西方制式武器。,Items
Item_S_MP7_Lv_1,MP7 劣质,Items
Item_S_MP7_Lv_1_Desc,一把普通的微型冲锋枪。,Items
Item_S_UZI_Lv_1,UZI 劣质,Items
Item_S_UZI_Lv_1_Desc,一把普通的微型冲锋枪。,Items
Item_Grip_AS_Lv_1,突击握把 Lv1,Items
Item_Grip_AS_Lv_1_Desc,增强稳定性。,Items
Item_Grip_AS_Lv_2,突击握把 Lv2,Items
Item_Grip_AS_Lv_2_Desc,增强稳定性。,Items
Item_Grip_AS_Lv_3,突击握把 Lv3,Items
Item_Grip_AS_Lv_3_Desc,增强稳定性。,Items
Item_Grip_SP_Lv_1,快拆握把 Lv1,Items
Item_Grip_SP_Lv_1_Desc,增强稳定性。,Items
Item_Grip_SP_Lv_2,快拆握把 Lv2,Items
Item_Grip_SP_Lv_2_Desc,增强稳定性。,Items
Item_Grip_SP_Lv_3,快拆握把 Lv3,Items
Item_Grip_SP_Lv_3_Desc,增强稳定性。,Items
Item_Grip_Verticle_Lv_1,垂直握把 Lv1,Items
Item_Grip_Verticle_Lv_1_Desc,增强稳定性。,Items
Item_Grip_Verticle_Lv_2,垂直握把 Lv2,Items
Item_Grip_Verticle_Lv_2_Desc,增强稳定性。,Items
Item_Grip_Verticle_Lv_3,垂直握把 Lv3,Items
Item_Grip_Verticle_Lv_3_Desc,增强稳定性。,Items
Item_Muzzle_L_Type_1,大口径制退器 Lv.1,Items
Item_Muzzle_L_Type_1_Desc,可增加精确度。,Items
Item_Muzzle_L_Type_2,大口径制退器 Lv.2,Items
Item_Muzzle_L_Type_2_Desc,可增加精确度。,Items
Item_Muzzle_L_Type_3,大口径制退器 Lv.3,Items
Item_Muzzle_L_Type_3_Desc,可增加精确度。,Items
Item_Muzzle_Shot_Type_1,霰弹枪集束器 Lv.1,Items
Item_Muzzle_Shot_Type_1_Desc,可增加精确度。,Items
Item_Muzzle_Shot_Type_2,霰弹枪集束器 Lv.2,Items
Item_Muzzle_Shot_Type_2_Desc,可增加精确度。,Items
Item_Muzzle_Shot_Type_3,霰弹枪集束器 Lv.3,Items
Item_Muzzle_Shot_Type_3_Desc,可增加精确度。,Items
Item_Muzzle_Sniper_Type_1,狙击枪消音器 Lv.1,Items
Item_Muzzle_Sniper_Type_1_Desc,可增加精确度。,Items
Item_Muzzle_Sniper_Type_2,狙击枪消音器 Lv.2,Items
Item_Muzzle_Sniper_Type_2_Desc,可增加精确度。,Items
Item_Muzzle_Sniper_Type_3,狙击枪消音器 Lv.3,Items
Item_Muzzle_Sniper_Type_3_Desc,可增加精确度。,Items
Item_Muzzle_S_Type_1,小口径制退器 Lv.1,Items
Item_Muzzle_S_Type_1_Desc,可增加精确度。,Items
Item_Muzzle_S_Type_2,小口径制退器 Lv.2,Items
Item_Muzzle_S_Type_2_Desc,可增加精确度。,Items
Item_Muzzle_S_Type_3,小口径制退器 Lv.3,Items
Item_Muzzle_S_Type_3_Desc,可增加精确度。,Items
Item_Scope_4X_Lv_1,4倍镜 Lv1,Items
Item_Scope_4X_Lv_1_Desc,可增加精确度。,Items
Item_Scope_4X_Lv_2,4倍镜 Lv2,Items
Item_Scope_4X_Lv_2_Desc,可增加精确度。,Items
Item_Scope_4X_Lv_3,4倍镜 Lv3,Items
Item_Scope_4X_Lv_3_Desc,可增加精确度。,Items
Item_Scope_8X_Lv_1,8倍镜 Lv1,Items
Item_Scope_8X_Lv_1_Desc,可增加精确度。,Items
Item_Scope_8X_Lv_2,8倍镜 Lv2,Items
Item_Scope_8X_Lv_2_Desc,可增加精确度。,Items
Item_Scope_8X_Lv_3,8倍镜 Lv3,Items
Item_Scope_8X_Lv_3_Desc,可增加精确度。,Items
Item_Scope_Digit_Lv_1,数字瞄具 Lv1,Items
Item_Scope_Digit_Lv_1_Desc,可增加精确度。,Items
Item_Scope_Digit_Lv_2,数字瞄具 Lv2,Items
Item_Scope_Digit_Lv_2_Desc,可增加精确度。,Items
Item_Scope_Digit_Lv_3,数字瞄具 Lv3,Items
Item_Scope_Digit_Lv_3_Desc,可增加精确度。,Items
Item_Scope_Holo_Lv_1,全息瞄具 Lv1,Items
Item_Scope_Holo_Lv_1_Desc,可增加精确度。,Items
Item_Scope_Holo_Lv_2,全息瞄具 Lv2,Items
Item_Scope_Holo_Lv_2_Desc,可增加精确度。,Items
Item_Scope_Holo_Lv_3,全息瞄具 Lv3,Items
Item_Scope_Holo_Lv_3_Desc,可增加精确度。,Items
Item_Scope_Long_Lv_1,快速瞄具 Lv1,Items
Item_Scope_Long_Lv_1_Desc,可增加精确度。,Items
Item_Scope_Long_Lv_2,快速瞄具 Lv2,Items
Item_Scope_Long_Lv_2_Desc,可增加精确度。,Items
Item_Scope_Long_Lv_3,快速瞄具 Lv3,Items
Item_Scope_Long_Lv_3_Desc,可增加精确度。,Items
Item_Scope_RedDot_Lv_1,红点瞄具 Lv1,Items
Item_Scope_RedDot_Lv_1_Desc,可增加精确度。,Items
Item_Scope_RedDot_Lv_2,红点瞄具 Lv2,Items
Item_Scope_RedDot_Lv_2_Desc,可增加精确度。,Items
Item_Scope_RedDot_Lv_3,红点瞄具 Lv3,Items
Item_Scope_RedDot_Lv_3_Desc,可增加精确度。,Items
Item_Stock_Rifle_Lv_1,步枪枪托 Lv1,Items
Item_Stock_Rifle_Lv_1_Desc,增强稳定性。,Items
Item_Stock_Rifle_Lv_2,步枪枪托 Lv2,Items
Item_Stock_Rifle_Lv_2_Desc,增强稳定性。,Items
Item_Stock_Rifle_Lv_3,步枪枪托 Lv3,Items
Item_Stock_Rifle_Lv_3_Desc,增强稳定性。,Items
Item_Stock_Shot_Lv_1,霰弹枪托 Lv1,Items
Item_Stock_Shot_Lv_1_Desc,增强稳定性。,Items
Item_Stock_Shot_Lv_2,霰弹枪托 Lv2,Items
Item_Stock_Shot_Lv_2_Desc,增强稳定性。,Items
Item_Stock_Shot_Lv_3,霰弹枪托 Lv3,Items
Item_Stock_Shot_Lv_3_Desc,增强稳定性。,Items
Item_Stock_SMG_Lv_1,冲锋枪枪托 Lv1,Items
Item_Stock_SMG_Lv_1_Desc,增强稳定性。,Items
Item_Stock_SMG_Lv_2,冲锋枪枪托 Lv2,Items
Item_Stock_SMG_Lv_2_Desc,增强稳定性。,Items
Item_Stock_SMG_Lv_3,冲锋枪枪托 Lv3,Items
Item_Stock_SMG_Lv_3_Desc,增强稳定性。,Items
Item_Stock_Sniper_Lv_1,狙击枪枪托 Lv1,Items
Item_Stock_Sniper_Lv_1_Desc,增强稳定性。,Items
Item_Stock_Sniper_Lv_2,狙击枪枪托 Lv2,Items
Item_Stock_Sniper_Lv_2_Desc,增强稳定性。,Items
Item_Stock_Sniper_Lv_3,狙击枪枪托 Lv3,Items
Item_Stock_Sniper_Lv_3_Desc,增强稳定性。,Items
Item_Tec_Lazer_Lv_1,战术激光 Lv1,Items
Item_Tec_Lazer_Lv_1_Desc,更加精准的射击。,Items
Item_Tec_Lazer_Lv_2,战术激光 Lv2,Items
Item_Tec_Lazer_Lv_2_Desc,更加精准的射击。,Items
Item_Tec_Lazer_Lv_3,战术激光 Lv3,Items
Item_Tec_Lazer_Lv_3_Desc,更加精准的射击。,Items
Item_Tec_Light_Lv_1,战术手电 Lv1,Items
Item_Tec_Light_Lv_1_Desc,照射对方头部，使其变得脆弱。,Items
Item_Tec_Light_Lv_2,战术手电 Lv2,Items
Item_Tec_Light_Lv_2_Desc,照射对方头部，使其变得脆弱。,Items
Item_Tec_Light_Lv_3,战术手电 Lv3,Items
Item_Tec_Light_Lv_3_Desc,照射对方头部，使其变得脆弱。,Items
Item_Magazine_Rifle_Lv_1,大口径扩容弹匣 Lv1,Items
Item_Magazine_Rifle_Lv_1_Desc,增加弹药数量。,Items
Item_Magazine_Rifle_Lv_2,大口径扩容弹匣 Lv2,Items
Item_Magazine_Rifle_Lv_2_Desc,增加弹药数量。,Items
Item_Magazine_Rifle_Lv_3,大口径扩容弹匣 Lv3,Items
Item_Magazine_Rifle_Lv_3_Desc,增加弹药数量。,Items
Item_Magazine_SMG_Lv_1,小口径扩容弹匣 Lv1,Items
Item_Magazine_SMG_Lv_1_Desc,增加弹药数量。,Items
Item_Magazine_SMG_Lv_2,小口径扩容弹匣 Lv2,Items
Item_Magazine_SMG_Lv_2_Desc,增加弹药数量。,Items
Item_Magazine_SMG_Lv_3,小口径扩容弹匣 Lv3,Items
Item_Magazine_SMG_Lv_3_Desc,增加弹药数量。,Items
Item_L_AK102_Lv_2,AK-103,Items
Item_L_AK102_Lv_2_Desc,AK-47的现代化版本，继承了其可靠性的同时，在各方面也有进一步的提升。,Items
Item_L_AK102_Lv_3,AK102,Items
Item_L_AK102_Lv_3_Desc,现代化版本的AK，能够装配更多的配件。,Items
Item_L_AK47_Lv_2,AK-47,Items
Item_L_AK47_Lv_2_Desc,经典的制式步枪，威力较大，结构简单，维护方便，但后座力较大，精度一般。,Items
Item_L_AK47_Lv_3,AK-47,Items
Item_L_AK47_Lv_3_Desc,一挺机枪，高续航。,Items
Item_L_MF_Lv_2,MF,Items
Item_L_MF_Lv_2_Desc,装备非常广泛的制式武器，精度高，后坐力小的同时能支持大部分配件的安装。,Items
Item_L_MF_Lv_3,MF,Items
Item_L_MF_Lv_3_Desc,西方制式武器。,Items
Item_L_RPK_Lv_2,RPK,Items
Item_L_RPK_Lv_2_Desc,基于AK-47设计的轻型机枪，载弹量巨大，通常用于火力支援。,Items
Item_L_RPK_Lv_3,RPK,Items
Item_L_RPK_Lv_3_Desc,一挺机枪，高续航。,Items
Item_L_VPO_Lv_2,VPO,Items
Item_L_VPO_Lv_2_Desc,栓动狙击步枪。,Items
Item_L_VPO_Lv_3,VPO,Items
Item_L_VPO_Lv_3_Desc,栓动狙击步枪。,Items
Item_Shot_Hand_Lv_2,土制猎枪,Items
Item_Shot_Hand_Lv_2_Desc,小作坊里手搓的霰弹枪，各方面的性能表现都非常一般。,Items
Item_Shot_Hand_Lv_3,土制猎枪,Items
Item_Shot_Hand_Lv_3_Desc,稳定性较差的霰弹枪。,Items
Item_Shot_MP155_Lv_2,MP-155,Items
Item_Shot_MP155_Lv_2_Desc,气动式霰弹枪，虽然需要手动装填，但载弹量在霰弹枪中相当不错。,Items
Item_Shot_MP155_Lv_3,MP155,Items
Item_Shot_MP155_Lv_3_Desc,标准霰弹枪。,Items
Item_S_AK74_Lv_2,AK-74U,Items
Item_S_AK74_Lv_2_Desc,基于AK-47进行了短管设计，因为威力下降，被鸭鸭们降格为了冲锋枪。,Items
Item_S_AK74_Lv_3,AK74U,Items
Item_S_AK74_Lv_3_Desc,一把普通的微型冲锋枪。,Items
Item_S_GLick_Lv_2,格力克,Items
Item_S_GLick_Lv_2_Desc,重量轻，可靠性高，弹容量大，深受各路鸭鸭的喜欢。,Items
Item_S_GLick_Lv_3,格力克,Items
Item_S_GLick_Lv_3_Desc,舔舔手枪。,Items
Item_S_MMG_Lv_2,MMG,Items
Item_S_MMG_Lv_2_Desc,MF的前身，各方面都非常均衡的制式武器。,Items
Item_S_MMG_Lv_3,MMG,Items
Item_S_MMG_Lv_3_Desc,一把普通的微型冲锋枪。,Items
Item_S_MP7_Lv_2,MP7,Items
Item_S_MP7_Lv_2_Desc,射程和稳定性都相当出色的制式冲锋枪，对配件的支持也相当好。,Items
Item_S_MP7_Lv_3,MP7,Items
Item_S_MP7_Lv_3_Desc,一把普通的微型冲锋枪。,Items
Item_S_UAK45_Lv_2,UP-45,Items
Item_S_UAK45_Lv_2_Desc,各方面表现都相当均衡的民用冲锋枪。,Items
Item_S_UAK45_Lv_3,UAK45,Items
Item_S_UAK45_Lv_3_Desc,一把普通的微型冲锋枪。,Items
Item_S_UZI_Lv_2,UZI,Items
Item_S_UZI_Lv_2_Desc,非常紧凑轻巧的制式冲锋枪，相较于其他冲锋枪有非常高的爆头伤害。,Items
Item_S_UZI_Lv_3,UZI,Items
Item_S_UZI_Lv_3_Desc,一把普通的微型冲锋枪。,Items
Item_Grip_AS_Lv_4,突击握把 Lv4,Items
Item_Grip_AS_Lv_4_Desc,增强稳定性。,Items
Item_Grip_SP_Lv_4,快拆握把 Lv4,Items
Item_Grip_SP_Lv_4_Desc,增强稳定性。,Items
Item_Grip_Verticle_Lv_4,垂直握把 Lv4,Items
Item_Grip_Verticle_Lv_4_Desc,增强稳定性。,Items
Item_Magazine_Rifle_Lv_4,大口径扩容弹匣 Lv4,Items
Item_Magazine_Rifle_Lv_4_Desc,增加弹药数量。,Items
Item_Magazine_SMG_Lv_4,小口径扩容弹匣 Lv4,Items
Item_Magazine_SMG_Lv_4_Desc,增加弹药数量。,Items
Item_Muzzle_L_Type_4,大口径制退器 Lv.4,Items
Item_Muzzle_L_Type_4_Desc,可增加精确度。,Items
Item_Muzzle_Shot_Type_4,霰弹枪集束器 Lv.4,Items
Item_Muzzle_Shot_Type_4_Desc,可增加精确度。,Items
Item_Muzzle_Sniper_Type_4,狙击枪消音器 Lv.4,Items
Item_Muzzle_Sniper_Type_4_Desc,可增加精确度。,Items
Item_Muzzle_S_Type_4,小口径制退器 Lv.4,Items
Item_Muzzle_S_Type_4_Desc,可增加精确度。,Items
Item_Scope_4X_Lv_4,4倍镜 Lv4,Items
Item_Scope_4X_Lv_4_Desc,可增加精确度。,Items
Item_Scope_8X_Lv_4,8倍镜 Lv4,Items
Item_Scope_8X_Lv_4_Desc,可增加精确度。,Items
Item_Scope_Digit_Lv_4,数字瞄具 Lv4,Items
Item_Scope_Digit_Lv_4_Desc,可增加精确度。,Items
Item_Scope_Holo_Lv_4,全息瞄具 Lv4,Items
Item_Scope_Holo_Lv_4_Desc,可增加精确度。,Items
Item_Scope_Long_Lv_4,快速瞄具 Lv4,Items
Item_Scope_Long_Lv_4_Desc,可增加精确度。,Items
Item_Scope_RedDot_Lv_4,红点瞄具 Lv4,Items
Item_Scope_RedDot_Lv_4_Desc,可增加精确度。,Items
